devontown,agenew,count(borrower)
Great Torrington,7,94
Great Torrington,70,54
Great Torrington,71,47
Great Torrington,72,37
Great Torrington,73,27
Great Torrington,74,29
Great Torrington,75,23
Great Torrington,76,27
Great Torrington,77,19
Great Torrington,78,24
Great Torrington,79,14
Great Torrington,8,83
Great Torrington,80,19
Great Torrington,81,16
Great Torrington,82,7
Great Torrington,83,13
Great Torrington,84,8
Great Torrington,86,10
Great Torrington,87,12
Great Torrington,88,5
Great Torrington,89,6
Great Torrington,9,81
Great Torrington,90,1
Great Torrington,91,2
Great Torrington,92,1
Great Torrington,93,4
Great Torrington,94,3
Great Torrington,95,1
Great Torrington,96,3
Great Torrington,97,2
Holsworthy,,396
Holsworthy,0,2
Holsworthy,1,9
Holsworthy,10,75
Holsworthy,101,1
Holsworthy,104,1
Holsworthy,11,68
Holsworthy,113,1
Holsworthy,116,1
Holsworthy,12,80
Holsworthy,13,59
Holsworthy,14,76
Holsworthy,15,48
Holsworthy,16,51
Holsworthy,17,50
Holsworthy,18,31
Holsworthy,19,35
Holsworthy,2,14
Holsworthy,20,32
Holsworthy,21,30
Holsworthy,22,41
Holsworthy,23,32
Holsworthy,24,31
Holsworthy,25,30
Holsworthy,26,38
Holsworthy,27,25
Holsworthy,28,38
Holsworthy,29,21
Holsworthy,3,37
Holsworthy,30,31
Holsworthy,31,32
Holsworthy,32,29
Holsworthy,33,33
Holsworthy,34,22
Holsworthy,35,28
Holsworthy,36,38
Holsworthy,37,40
Holsworthy,38,28
Holsworthy,39,22
Holsworthy,4,44
Holsworthy,40,36
Holsworthy,41,41
Holsworthy,42,25
Holsworthy,43,35
Holsworthy,44,34
Holsworthy,45,36
Holsworthy,46,30
Holsworthy,47,38
Holsworthy,48,30
Holsworthy,49,39
Holsworthy,5,58
Holsworthy,50,25
Holsworthy,51,28
Holsworthy,52,22
Holsworthy,53,25
Holsworthy,54,29
Holsworthy,55,28
Holsworthy,56,36
Holsworthy,57,40
Holsworthy,58,31
Holsworthy,59,24
Holsworthy,6,68
Holsworthy,60,29
Holsworthy,61,38
Holsworthy,62,34
Holsworthy,63,32
Holsworthy,64,39
Holsworthy,65,39
Holsworthy,66,58
Holsworthy,67,39
Holsworthy,68,46
Holsworthy,69,54
Holsworthy,7,62
Holsworthy,70,38
Holsworthy,71,39
Holsworthy,72,38
Holsworthy,73,31
Holsworthy,74,22
Holsworthy,75,19
Holsworthy,76,14
Holsworthy,77,24
Holsworthy,78,14
Holsworthy,79,22
Holsworthy,8,61
Holsworthy,80,11
Holsworthy,81,8
Holsworthy,82,10
Holsworthy,83,10
Holsworthy,84,12
Holsworthy,85,14
Holsworthy,86,7
Holsworthy,87,5
Holsworthy,88,5
Holsworthy,89,4
Holsworthy,9,77
Holsworthy,90,5
Holsworthy,91,6
Holsworthy,92,3
Holsworthy,93,2
Holsworthy,94,1
Holsworthy,95,3
Holsworthy,98,1
Honiton,,522
Honiton,0,7
Honiton,1,25
Honiton,10,116
Honiton,11,110
Honiton,113,1
Honiton,114,1
Honiton,116,2
Honiton,12,121
Honiton,13,95
Honiton,14,83
Honiton,15,91
Honiton,16,56
Honiton,17,64
Honiton,18,84
Honiton,19,52
Honiton,2,43
Honiton,20,64
Honiton,21,72
Honiton,22,66
Honiton,23,46
Honiton,24,76
Honiton,25,72
Honiton,26,58
Honiton,27,78
Honiton,28,141
Honiton,29,54
Honiton,3,72
Honiton,30,72
Honiton,31,71
Honiton,32,66
Honiton,33,59
Honiton,34,67
Honiton,35,59
Honiton,36,75
Honiton,37,69
Honiton,38,68
Honiton,39,50
Honiton,4,100
Honiton,40,56
Honiton,41,70
Honiton,42,51
Honiton,43,61
Honiton,44,60
Honiton,45,65
Honiton,46,59
Honiton,47,78
Honiton,48,50
Honiton,49,56
Honiton,5,104
Honiton,50,63
Honiton,51,57
Honiton,52,43
Honiton,53,40
Honiton,54,55
Honiton,55,45
Honiton,56,66
Honiton,57,54
Honiton,58,57
Honiton,59,48
Honiton,6,130
Honiton,60,52
Honiton,61,36
Honiton,62,41
Honiton,63,48
Honiton,64,51
Honiton,65,52
Honiton,66,60
Honiton,67,57
Honiton,68,85
Honiton,69,75
Honiton,7,108
Honiton,70,85
Honiton,71,68
Honiton,72,64
Honiton,73,50
Honiton,74,44
Honiton,75,45
Honiton,76,32
Honiton,77,46
Honiton,78,38
Honiton,79,41
Honiton,8,114
Honiton,80,46
Honiton,81,31
Honiton,82,29
Honiton,83,25
Honiton,84,31
Honiton,85,27
Honiton,86,31
Honiton,87,14
Honiton,88,16
Honiton,89,17
Honiton,9,89
Honiton,90,9
Honiton,91,5
Honiton,92,6
Honiton,93,6
Honiton,94,1
Honiton,95,4
Honiton,96,5
Honiton,99,2
Ilfracombe,,595
Ilfracombe,0,11
Ilfracombe,1,25
Ilfracombe,10,149
Ilfracombe,102,1
Ilfracombe,106,1
Ilfracombe,11,139
Ilfracombe,112,1
Ilfracombe,115,1
Ilfracombe,116,1
Ilfracombe,12,161
Ilfracombe,13,135
Ilfracombe,14,104
Ilfracombe,15,93
Ilfracombe,16,89
Ilfracombe,17,94
Ilfracombe,18,102
Ilfracombe,19,87
Ilfracombe,2,50
Ilfracombe,20,86
Ilfracombe,21,92
Ilfracombe,22,93
Ilfracombe,23,100
Ilfracombe,24,81
Ilfracombe,25,79
Ilfracombe,26,94
Ilfracombe,27,91
Ilfracombe,28,114
Ilfracombe,29,95
Ilfracombe,3,65
Ilfracombe,30,107
Ilfracombe,31,94
Ilfracombe,32,82
Ilfracombe,33,81
Ilfracombe,34,99
Ilfracombe,35,90
Ilfracombe,36,101
Ilfracombe,37,92
Ilfracombe,38,87
Ilfracombe,39,94
Ilfracombe,4,101
Ilfracombe,40,86
Ilfracombe,41,86
Ilfracombe,42,105
Ilfracombe,43,85
Ilfracombe,44,107
Ilfracombe,45,96
Ilfracombe,46,96
Ilfracombe,47,83
Ilfracombe,48,68
Ilfracombe,49,64
Ilfracombe,5,114
Ilfracombe,50,86
Ilfracombe,51,65
Ilfracombe,52,86
Ilfracombe,53,63
Ilfracombe,54,58
Ilfracombe,55,53
Ilfracombe,56,81
Ilfracombe,57,49
Ilfracombe,58,72
Ilfracombe,59,80
Ilfracombe,6,124
Ilfracombe,60,80
Ilfracombe,61,81
Ilfracombe,62,65
Ilfracombe,63,80
Ilfracombe,64,69
Ilfracombe,65,81
Ilfracombe,66,75
Ilfracombe,67,84
Ilfracombe,68,89
Ilfracombe,69,89
Ilfracombe,7,136
Ilfracombe,70,63
Ilfracombe,71,62
Ilfracombe,72,65
Ilfracombe,73,43
Ilfracombe,74,39
Ilfracombe,75,27
Ilfracombe,76,33
Ilfracombe,77,36
Ilfracombe,78,32
Ilfracombe,79,24
Ilfracombe,8,143
Ilfracombe,80,24
Ilfracombe,81,23
Ilfracombe,82,19
Ilfracombe,83,12
Ilfracombe,84,16
Ilfracombe,85,17
Ilfracombe,86,18
Ilfracombe,87,19
Ilfracombe,88,9
Ilfracombe,89,8
Ilfracombe,9,136
Ilfracombe,90,5
Ilfracombe,91,10
Ilfracombe,92,6
Ilfracombe,93,5
Ilfracombe,94,3
Ilfracombe,95,5
Ilfracombe,96,2
Ilfracombe,97,2
Ilfracombe,98,3
Ilfracombe,99,1
Ivybridge,,662
Ivybridge,0,9
Ivybridge,1,44
Ivybridge,10,237
Ivybridge,100,2
Ivybridge,11,207
Ivybridge,114,2
Ivybridge,115,1
Ivybridge,116,2
Ivybridge,12,193
Ivybridge,13,193
Ivybridge,14,179
Ivybridge,15,155
Ivybridge,16,160
Ivybridge,17,145
Ivybridge,18,149
Ivybridge,19,135
Ivybridge,2,78
Ivybridge,20,123
Ivybridge,21,120
Ivybridge,22,98
Ivybridge,23,96
Ivybridge,24,102
Ivybridge,25,80
Ivybridge,26,96
Ivybridge,27,86
Ivybridge,28,117
Ivybridge,29,71
Ivybridge,3,94
Ivybridge,30,73
Ivybridge,31,110
Ivybridge,32,85
Ivybridge,33,100
Ivybridge,34,101
Ivybridge,35,108
Ivybridge,36,107
Ivybridge,37,103
Ivybridge,38,108
Ivybridge,39,114
Ivybridge,4,136
Ivybridge,40,121
Ivybridge,41,116
Ivybridge,42,127
Ivybridge,43,121
Ivybridge,44,136
Ivybridge,45,143
Ivybridge,46,124
Ivybridge,47,121
Ivybridge,48,141
Ivybridge,49,112
Ivybridge,5,152
Ivybridge,50,119
Ivybridge,51,116
Ivybridge,52,127
Ivybridge,53,79
Ivybridge,54,106
Ivybridge,55,88
Ivybridge,56,108
Ivybridge,57,107
Ivybridge,58,100
Ivybridge,59,82
Ivybridge,6,182
Ivybridge,60,108
Ivybridge,61,88
Ivybridge,62,80
Ivybridge,63,90
Ivybridge,64,81
Ivybridge,65,98
Ivybridge,66,109
Ivybridge,67,120
Ivybridge,68,89
Ivybridge,69,119
Ivybridge,7,203
Ivybridge,70,112
Ivybridge,71,89
Ivybridge,72,87
Ivybridge,73,91
Ivybridge,74,74
Ivybridge,75,58
Ivybridge,76,47
Ivybridge,77,59
Ivybridge,78,51
Ivybridge,79,42
Ivybridge,8,205
Ivybridge,80,46
Ivybridge,81,33
Ivybridge,82,34
Ivybridge,83,28
Ivybridge,84,27
Ivybridge,85,33
Ivybridge,86,16
Ivybridge,87,21
Ivybridge,88,12
Ivybridge,89,14
Ivybridge,9,211
Ivybridge,90,13
Ivybridge,91,10
Ivybridge,92,12
Ivybridge,93,8
Ivybridge,94,7
Ivybridge,95,6
Ivybridge,96,3
Ivybridge,98,1
Kingsbridge,,776
Kingsbridge,0,8
Kingsbridge,1,28
Kingsbridge,10,109
Kingsbridge,100,2
Kingsbridge,104,1
Kingsbridge,11,126
Kingsbridge,112,2
Kingsbridge,116,1
Kingsbridge,12,105
Kingsbridge,13,106
Kingsbridge,14,98
Kingsbridge,15,79
Kingsbridge,16,72
Kingsbridge,17,54
Kingsbridge,18,64
Kingsbridge,19,53
Kingsbridge,2,51
Kingsbridge,20,54
Kingsbridge,21,45
Kingsbridge,22,44
Kingsbridge,23,61
Kingsbridge,24,54
Kingsbridge,25,59
Kingsbridge,26,73
Kingsbridge,27,59
Kingsbridge,28,102
Kingsbridge,29,58
Kingsbridge,3,71
Kingsbridge,30,55
Kingsbridge,31,51
Kingsbridge,32,72
Kingsbridge,33,65
Kingsbridge,34,62
Kingsbridge,35,65
Kingsbridge,36,85
Kingsbridge,37,61
Kingsbridge,38,58
Kingsbridge,39,74
Kingsbridge,4,97
Kingsbridge,40,70
Kingsbridge,41,60
Kingsbridge,42,65
Kingsbridge,43,77
Kingsbridge,44,77
Kingsbridge,45,79
Kingsbridge,46,77
Kingsbridge,47,96
Kingsbridge,48,62
Kingsbridge,49,79
Kingsbridge,5,99
Kingsbridge,50,68
Kingsbridge,51,56
Kingsbridge,52,65
Kingsbridge,53,66
Kingsbridge,54,67
Kingsbridge,55,48
Kingsbridge,56,90
Kingsbridge,57,56
Kingsbridge,58,81
Kingsbridge,59,75
Kingsbridge,6,116
Kingsbridge,60,61
Kingsbridge,61,73
Kingsbridge,62,71
Kingsbridge,63,79
Kingsbridge,64,94
Kingsbridge,65,93
Kingsbridge,66,100
Kingsbridge,67,90
Kingsbridge,68,88
Kingsbridge,69,132
Kingsbridge,7,121
Kingsbridge,70,97
Kingsbridge,71,81
Kingsbridge,72,101
Kingsbridge,73,76
Kingsbridge,74,68
Kingsbridge,75,63
Kingsbridge,76,68
Kingsbridge,77,49
Kingsbridge,78,65
Kingsbridge,79,41
Kingsbridge,8,102
Kingsbridge,80,45
Kingsbridge,81,52
Kingsbridge,82,37
Kingsbridge,83,34
Kingsbridge,84,39
Kingsbridge,85,38
Kingsbridge,86,27
Kingsbridge,87,23
Kingsbridge,88,23
Kingsbridge,89,23
Kingsbridge,9,121
Kingsbridge,90,17
Kingsbridge,91,18
Kingsbridge,92,11
Kingsbridge,93,6
Kingsbridge,94,7
Kingsbridge,95,6
Kingsbridge,96,7
Kingsbridge,97,2
Kingsbridge,98,3
Kingsbridge,99,3
Lynton and Lynmouth,,84
Lynton and Lynmouth,10,19
Lynton and Lynmouth,11,16
Lynton and Lynmouth,12,10
Lynton and Lynmouth,13,18
Lynton and Lynmouth,14,17
Lynton and Lynmouth,15,11
Lynton and Lynmouth,16,14
Lynton and Lynmouth,17,15
Lynton and Lynmouth,18,23
Lynton and Lynmouth,19,11
Lynton and Lynmouth,2,4
Lynton and Lynmouth,20,11
Lynton and Lynmouth,21,12
Lynton and Lynmouth,22,8
Lynton and Lynmouth,23,11
Lynton and Lynmouth,24,6
Lynton and Lynmouth,25,8
Lynton and Lynmouth,26,8
Lynton and Lynmouth,27,19
Lynton and Lynmouth,28,15
Lynton and Lynmouth,29,10
Lynton and Lynmouth,3,3
Lynton and Lynmouth,30,5
Lynton and Lynmouth,31,15
Lynton and Lynmouth,32,8
Lynton and Lynmouth,33,8
Lynton and Lynmouth,34,8
Lynton and Lynmouth,35,14
Lynton and Lynmouth,36,5
Lynton and Lynmouth,37,20
Lynton and Lynmouth,38,8
Lynton and Lynmouth,39,5
Lynton and Lynmouth,4,8
Lynton and Lynmouth,40,10
Lynton and Lynmouth,41,12
Lynton and Lynmouth,42,9
Lynton and Lynmouth,43,13
Lynton and Lynmouth,44,4
Lynton and Lynmouth,45,8
Lynton and Lynmouth,46,6
Lynton and Lynmouth,47,12
Lynton and Lynmouth,48,12
Lynton and Lynmouth,49,6
Lynton and Lynmouth,5,8
Lynton and Lynmouth,50,8
Lynton and Lynmouth,51,3
Lynton and Lynmouth,52,16
Lynton and Lynmouth,53,9
Lynton and Lynmouth,54,6
Lynton and Lynmouth,55,5
Lynton and Lynmouth,56,8
Lynton and Lynmouth,57,10
Lynton and Lynmouth,58,8
Lynton and Lynmouth,59,4
Lynton and Lynmouth,6,10
Lynton and Lynmouth,60,13
Lynton and Lynmouth,61,10
Lynton and Lynmouth,62,12
Lynton and Lynmouth,63,10
Lynton and Lynmouth,64,11
Lynton and Lynmouth,65,13
Lynton and Lynmouth,66,15
Lynton and Lynmouth,67,16
Lynton and Lynmouth,68,21
Lynton and Lynmouth,69,17
Lynton and Lynmouth,7,9
Lynton and Lynmouth,70,17
Lynton and Lynmouth,71,13
Lynton and Lynmouth,72,11
Lynton and Lynmouth,73,7
Lynton and Lynmouth,74,5
Lynton and Lynmouth,75,2
Lynton and Lynmouth,76,7
Lynton and Lynmouth,77,5
Lynton and Lynmouth,78,5
Lynton and Lynmouth,79,9
Lynton and Lynmouth,8,12
Lynton and Lynmouth,80,3
Lynton and Lynmouth,81,1
Lynton and Lynmouth,82,2
Lynton and Lynmouth,83,2
Lynton and Lynmouth,84,1
Lynton and Lynmouth,85,5
Lynton and Lynmouth,86,2
Lynton and Lynmouth,87,2
Lynton and Lynmouth,88,3
Lynton and Lynmouth,89,1
Lynton and Lynmouth,9,9
Lynton and Lynmouth,91,1
Lynton and Lynmouth,98,1
Moretonhampstead,,154
Moretonhampstead,1,9
Moretonhampstead,10,24
Moretonhampstead,100,1
Moretonhampstead,11,33
Moretonhampstead,116,1
Moretonhampstead,12,24
Moretonhampstead,13,28
Moretonhampstead,14,23
Moretonhampstead,15,23
Moretonhampstead,16,16
Moretonhampstead,17,14
Moretonhampstead,18,16
Moretonhampstead,19,16
Moretonhampstead,2,13
Moretonhampstead,20,14
Moretonhampstead,21,11
Moretonhampstead,22,14
Moretonhampstead,23,6
Moretonhampstead,24,13
Moretonhampstead,25,13
Moretonhampstead,26,12
Moretonhampstead,27,7
Moretonhampstead,28,8
Moretonhampstead,29,12
Moretonhampstead,3,20
Moretonhampstead,30,5
Moretonhampstead,31,11
Moretonhampstead,32,15
Moretonhampstead,33,8
Moretonhampstead,34,16
Moretonhampstead,35,14
Moretonhampstead,36,15
Moretonhampstead,37,15
Moretonhampstead,38,13
Moretonhampstead,39,15
Moretonhampstead,4,12
Moretonhampstead,40,17
Moretonhampstead,41,20
Moretonhampstead,42,16
Moretonhampstead,43,17
Moretonhampstead,44,18
Moretonhampstead,45,17
Moretonhampstead,46,19
Moretonhampstead,47,11
Moretonhampstead,48,12
Moretonhampstead,49,11
Moretonhampstead,5,29
Moretonhampstead,50,5
Moretonhampstead,51,14
Moretonhampstead,52,11
Moretonhampstead,53,18
Moretonhampstead,54,12
Moretonhampstead,55,13
Moretonhampstead,56,18
Moretonhampstead,57,15
Moretonhampstead,58,12
Moretonhampstead,59,13
Moretonhampstead,6,21
Moretonhampstead,60,11
Moretonhampstead,61,16
Moretonhampstead,62,17
Moretonhampstead,63,19
Moretonhampstead,64,13
Moretonhampstead,65,13
Moretonhampstead,66,15
Moretonhampstead,67,20
Moretonhampstead,68,23
Moretonhampstead,69,32
Moretonhampstead,7,31
Moretonhampstead,70,25
Moretonhampstead,71,18
Moretonhampstead,72,14
Moretonhampstead,73,13
Moretonhampstead,74,13
Moretonhampstead,75,3
Moretonhampstead,76,6
Moretonhampstead,77,12
Moretonhampstead,78,12
Moretonhampstead,79,5
Moretonhampstead,8,29
Moretonhampstead,80,5
Moretonhampstead,81,9
Moretonhampstead,82,7
Moretonhampstead,83,5
Moretonhampstead,84,2
Moretonhampstead,85,2
Moretonhampstead,86,7
Moretonhampstead,87,3
Moretonhampstead,88,2
Moretonhampstead,89,1
Moretonhampstead,9,24
Moretonhampstead,90,4
Moretonhampstead,91,3
Moretonhampstead,92,3
Moretonhampstead,93,2
Moretonhampstead,94,1
Moretonhampstead,95,2
Moretonhampstead,96,2
Newton Abbot,,1859
Newton Abbot,0,40
Newton Abbot,1,107
Newton Abbot,10,516
Newton Abbot,100,1
Newton Abbot,101,2
Newton Abbot,102,1
Newton Abbot,103,1
Newton Abbot,105,1
Newton Abbot,106,1
Newton Abbot,11,524
Newton Abbot,112,2
Newton Abbot,113,3
Newton Abbot,114,1
Newton Abbot,115,3
Newton Abbot,116,10
Newton Abbot,12,486
Newton Abbot,13,435
Newton Abbot,14,309
Newton Abbot,15,342
Newton Abbot,16,272
Newton Abbot,17,287
Newton Abbot,18,274
Newton Abbot,19,269
Newton Abbot,2,172
Newton Abbot,20,253
Newton Abbot,21,241
Newton Abbot,22,254
Newton Abbot,23,207
Newton Abbot,24,213
Newton Abbot,25,272
Newton Abbot,26,253
Newton Abbot,27,272
Newton Abbot,28,282
Newton Abbot,29,267
Newton Abbot,3,288
Newton Abbot,30,248
Newton Abbot,31,261
Newton Abbot,32,240
Newton Abbot,33,260
Newton Abbot,34,250
Newton Abbot,35,263
Newton Abbot,36,277
Newton Abbot,37,294
Newton Abbot,38,268
Newton Abbot,39,258
Newton Abbot,4,363
Newton Abbot,40,256
Newton Abbot,41,237
Newton Abbot,42,265
Newton Abbot,43,247
Newton Abbot,44,279
Newton Abbot,45,259
Newton Abbot,46,229
Newton Abbot,47,199
Newton Abbot,48,247
Newton Abbot,49,237
Newton Abbot,5,411
Newton Abbot,50,233
Newton Abbot,51,225
Newton Abbot,52,212
Newton Abbot,53,196
Newton Abbot,54,194
Newton Abbot,55,188
Newton Abbot,56,200
Newton Abbot,57,160
Newton Abbot,58,171
Newton Abbot,59,171
Newton Abbot,6,473
Newton Abbot,60,208
Newton Abbot,61,185
Newton Abbot,62,192
Newton Abbot,63,206
Newton Abbot,64,204
Newton Abbot,65,192
Newton Abbot,66,222
Newton Abbot,67,220
Newton Abbot,68,236
Newton Abbot,69,273
Newton Abbot,7,537
Newton Abbot,70,243
Newton Abbot,71,212
Newton Abbot,72,205
Newton Abbot,73,178
Newton Abbot,74,176
Newton Abbot,75,127
Newton Abbot,76,115
Newton Abbot,77,118
Newton Abbot,78,118
Newton Abbot,79,93
Newton Abbot,8,508
Newton Abbot,80,104
Newton Abbot,81,99
Newton Abbot,82,72
Newton Abbot,83,86
Newton Abbot,84,55
Newton Abbot,85,62
Newton Abbot,86,71
Newton Abbot,87,39
Newton Abbot,88,45
Newton Abbot,89,29
Newton Abbot,9,537
Newton Abbot,90,24
Newton Abbot,91,19
Newton Abbot,92,24
Newton Abbot,93,23
Newton Abbot,94,13
Newton Abbot,95,12
Newton Abbot,96,9
Newton Abbot,97,6
Newton Abbot,98,4
Okehampton,,720
Okehampton,0,23
Okehampton,1,56
Okehampton,10,162
Okehampton,11,178
Okehampton,115,1
Okehampton,116,2
Okehampton,12,173
Okehampton,13,141
Okehampton,14,123
Okehampton,15,126
Okehampton,16,99
Okehampton,17,92
Okehampton,18,130
Okehampton,19,88
Okehampton,2,106
Okehampton,20,83
Okehampton,21,84
Okehampton,22,82
Okehampton,23,79
Okehampton,24,93
Okehampton,25,90
Okehampton,26,82
Okehampton,27,98
Okehampton,28,111
Okehampton,29,88
Okehampton,3,116
Okehampton,30,68
Okehampton,31,91
Okehampton,32,93
Okehampton,33,115
Okehampton,34,107
Okehampton,35,98
Okehampton,36,144
Okehampton,37,121
Okehampton,38,86
Okehampton,39,121
Okehampton,4,174
Okehampton,40,92
Okehampton,41,97
Okehampton,42,103
Okehampton,43,104
Okehampton,44,98
Okehampton,45,101
Okehampton,46,91
Okehampton,47,91
Okehampton,48,106
Okehampton,49,103
Okehampton,5,159
Okehampton,50,78
Okehampton,51,97
Okehampton,52,82
Okehampton,53,93
Okehampton,54,77
Okehampton,55,88
Okehampton,56,97
Okehampton,57,76
Okehampton,58,70
Okehampton,59,91
Okehampton,6,169
Okehampton,60,85
Okehampton,61,84
Okehampton,62,69
Okehampton,63,71
Okehampton,64,88
Okehampton,65,82
Okehampton,66,75
Okehampton,67,93
Okehampton,68,106
Okehampton,69,121
Okehampton,7,179
Okehampton,70,98
Okehampton,71,67
Okehampton,72,81
Okehampton,73,90
Okehampton,74,68
Okehampton,75,54
Okehampton,76,50
Okehampton,77,59
Okehampton,78,40
Okehampton,79,47
Okehampton,8,180
Okehampton,80,34
Okehampton,81,26
Okehampton,82,40
Okehampton,83,19
Okehampton,84,29
Okehampton,85,22
Okehampton,86,22
Okehampton,87,17
Okehampton,88,13
Okehampton,89,11
Okehampton,9,201
Okehampton,90,16
Okehampton,91,6
Okehampton,92,6
Okehampton,93,5
Okehampton,94,1
Okehampton,95,1
Okehampton,96,2
Okehampton,97,2
Okehampton,99,1
Ottery St Mary,,483
Ottery St Mary,0,7
Ottery St Mary,1,23
Ottery St Mary,10,107
Ottery St Mary,106,2
Ottery St Mary,11,127
Ottery St Mary,116,1
Ottery St Mary,12,118
Ottery St Mary,13,95
Ottery St Mary,14,97
Ottery St Mary,15,84
Ottery St Mary,16,84
Ottery St Mary,17,66
Ottery St Mary,18,73
Ottery St Mary,19,76
Ottery St Mary,2,35
Ottery St Mary,20,53
Ottery St Mary,21,50
Ottery St Mary,22,59
Ottery St Mary,23,39
Ottery St Mary,24,41
Ottery St Mary,25,39
Ottery St Mary,26,37
Ottery St Mary,27,37
Ottery St Mary,28,52
Ottery St Mary,29,38
Ottery St Mary,3,52
Ottery St Mary,30,31
Ottery St Mary,31,38
Ottery St Mary,32,37
Ottery St Mary,33,29
Ottery St Mary,34,39
Ottery St Mary,35,44
Ottery St Mary,36,42
Ottery St Mary,37,53
Ottery St Mary,38,52
Ottery St Mary,39,49
Ottery St Mary,4,78
Ottery St Mary,40,71
Ottery St Mary,41,61
Ottery St Mary,42,74
Ottery St Mary,43,57
Ottery St Mary,44,66
Ottery St Mary,45,67
Ottery St Mary,46,46
Ottery St Mary,47,61
Ottery St Mary,48,50
Ottery St Mary,49,45
Ottery St Mary,5,103
Ottery St Mary,50,50
Ottery St Mary,51,46
Ottery St Mary,52,43
Ottery St Mary,53,46
Ottery St Mary,54,50
Ottery St Mary,55,41
Ottery St Mary,56,46
Ottery St Mary,57,45
Ottery St Mary,58,45
Ottery St Mary,59,38
Ottery St Mary,6,86
Ottery St Mary,60,37
Ottery St Mary,61,38
Ottery St Mary,62,33
Ottery St Mary,63,54
Ottery St Mary,64,33
Ottery St Mary,65,46
Ottery St Mary,66,42
Ottery St Mary,67,62
Ottery St Mary,68,50
Ottery St Mary,69,71
Ottery St Mary,7,109
Ottery St Mary,70,54
Ottery St Mary,71,40
Ottery St Mary,72,61
Ottery St Mary,73,35
Ottery St Mary,74,42
Ottery St Mary,75,26
Ottery St Mary,76,31
Ottery St Mary,77,24
Ottery St Mary,78,18
Ottery St Mary,79,20
Ottery St Mary,8,128
Ottery St Mary,80,25
Ottery St Mary,81,19
Ottery St Mary,82,12
Ottery St Mary,83,12
Ottery St Mary,84,17
Ottery St Mary,85,15
Ottery St Mary,86,14
Ottery St Mary,87,12
Ottery St Mary,88,9
Ottery St Mary,89,7
Ottery St Mary,9,134
Ottery St Mary,90,4
Ottery St Mary,91,4
Ottery St Mary,92,3
Ottery St Mary,93,1
Ottery St Mary,94,3
Ottery St Mary,96,1
Ottery St Mary,97,3
Ottery St Mary,99,1
Outside DCC - Torbay,,13
Outside DCC - Torbay,10,4
Outside DCC - Torbay,11,2
Outside DCC - Torbay,12,1
Outside DCC - Torbay,13,1
Outside DCC - Torbay,14,4
Outside DCC - Torbay,15,2
Outside DCC - Torbay,16,3
Outside DCC - Torbay,17,3
Outside DCC - Torbay,18,2
Outside DCC - Torbay,19,1
Outside DCC - Torbay,20,2
Outside DCC - Torbay,21,2
Outside DCC - Torbay,22,2
Outside DCC - Torbay,23,3
Outside DCC - Torbay,24,2
Outside DCC - Torbay,25,1
Outside DCC - Torbay,26,5
Outside DCC - Torbay,27,4
Outside DCC - Torbay,28,7
Outside DCC - Torbay,29,2
Outside DCC - Torbay,30,1
Outside DCC - Torbay,31,4
Outside DCC - Torbay,33,1
Outside DCC - Torbay,34,1
Outside DCC - Torbay,35,1
Outside DCC - Torbay,36,2
Outside DCC - Torbay,37,1
Outside DCC - Torbay,38,2
Outside DCC - Torbay,39,1
Outside DCC - Torbay,41,2
Outside DCC - Torbay,42,4
Outside DCC - Torbay,43,4
Outside DCC - Torbay,44,2
Outside DCC - Torbay,45,3
Outside DCC - Torbay,46,3
Outside DCC - Torbay,47,4
Outside DCC - Torbay,48,4
Outside DCC - Torbay,49,3
Outside DCC - Torbay,5,2
Outside DCC - Torbay,50,5
Outside DCC - Torbay,51,6
Outside DCC - Torbay,52,3
Outside DCC - Torbay,53,7
Outside DCC - Torbay,54,2
Outside DCC - Torbay,55,3
Outside DCC - Torbay,56,6
Outside DCC - Torbay,57,6
Outside DCC - Torbay,58,3
Outside DCC - Torbay,59,1
Outside DCC - Torbay,6,2
Outside DCC - Torbay,60,7
Outside DCC - Torbay,61,3
Outside DCC - Torbay,62,5
Outside DCC - Torbay,63,4
Outside DCC - Torbay,64,2
Outside DCC - Torbay,65,5
Outside DCC - Torbay,66,3
Outside DCC - Torbay,67,2
Outside DCC - Torbay,68,4
Outside DCC - Torbay,69,2
Outside DCC - Torbay,7,2
Outside DCC - Torbay,70,7
Outside DCC - Torbay,72,4
Outside DCC - Torbay,73,4
Outside DCC - Torbay,74,5
Outside DCC - Torbay,75,2
Outside DCC - Torbay,76,2
Outside DCC - Torbay,77,1
Outside DCC - Torbay,78,1
Outside DCC - Torbay,8,1
Outside DCC - Torbay,80,2
Outside DCC - Torbay,82,1
Outside DCC - Torbay,85,1
Outside DCC - Torbay,86,1
Outside DCC - Torbay,87,1
Outside DCC - Torbay,9,1
Seaton,,884
Seaton,0,3
Seaton,1,17
Seaton,10,83
Seaton,104,1
Seaton,106,1
Seaton,11,83
Seaton,116,3
Seaton,12,84
Seaton,13,75
Seaton,14,89
Seaton,15,73
Seaton,16,63
Seaton,17,60
Seaton,18,83
Seaton,19,71
Seaton,2,26
Seaton,20,69
Seaton,21,55
Seaton,22,57
Seaton,23,53
Seaton,24,49
Seaton,25,47
Seaton,26,49
Seaton,27,37
Seaton,28,63
Seaton,29,38
Seaton,3,31
Seaton,30,37
Seaton,31,29
Seaton,32,44
Seaton,33,31
Seaton,34,52
Seaton,35,40
Seaton,36,53
