name,agenew,count(borrower)
BUDLEIGH SALTERTON,72,61
BUDLEIGH SALTERTON,73,46
BUDLEIGH SALTERTON,74,38
BUDLEIGH SALTERTON,75,35
BUDLEIGH SALTERTON,76,32
BUDLEIGH SALTERTON,77,27
BUDLEIGH SALTERTON,78,30
BUDLEIGH SALTERTON,79,24
BUDLEIGH SALTERTON,8,53
BUDLEIGH SALTERTON,80,28
BUDLEIGH SALTERTON,81,19
BUDLEIGH SALTERTON,82,20
BUDLEIGH SALTERTON,83,8
BUDLEIGH SALTERTON,84,12
BUDLEIGH SALTERTON,85,7
BUDLEIGH SALTERTON,86,11
BUDLEIGH SALTERTON,87,13
BUDLEIGH SALTERTON,88,10
BUDLEIGH SALTERTON,89,7
BUDLEIGH SALTERTON,9,58
BUDLEIGH SALTERTON,90,5
BUDLEIGH SALTERTON,91,4
BUDLEIGH SALTERTON,92,1
BUDLEIGH SALTERTON,93,1
BUDLEIGH SALTERTON,94,2
BUDLEIGH SALTERTON,95,1
BUDLEIGH SALTERTON,96,3
BUDLEIGH SALTERTON,97,2
CHAGFORD,,88
CHAGFORD,0,2
CHAGFORD,1,4
CHAGFORD,10,19
CHAGFORD,11,16
CHAGFORD,12,16
CHAGFORD,13,11
CHAGFORD,14,8
CHAGFORD,15,7
CHAGFORD,16,8
CHAGFORD,17,7
CHAGFORD,18,6
CHAGFORD,19,6
CHAGFORD,2,8
CHAGFORD,20,6
CHAGFORD,21,3
CHAGFORD,22,4
CHAGFORD,23,3
CHAGFORD,24,1
CHAGFORD,26,4
CHAGFORD,28,5
CHAGFORD,29,3
CHAGFORD,3,15
CHAGFORD,30,2
CHAGFORD,31,2
CHAGFORD,32,8
CHAGFORD,33,8
CHAGFORD,34,6
CHAGFORD,35,4
CHAGFORD,36,6
CHAGFORD,37,6
CHAGFORD,38,4
CHAGFORD,39,6
CHAGFORD,4,16
CHAGFORD,40,6
CHAGFORD,41,9
CHAGFORD,42,8
CHAGFORD,43,13
CHAGFORD,44,12
CHAGFORD,45,12
CHAGFORD,46,9
CHAGFORD,47,10
CHAGFORD,48,9
CHAGFORD,49,3
CHAGFORD,5,8
CHAGFORD,50,7
CHAGFORD,51,6
CHAGFORD,52,6
CHAGFORD,53,5
CHAGFORD,54,10
CHAGFORD,55,12
CHAGFORD,56,3
CHAGFORD,57,8
CHAGFORD,58,3
CHAGFORD,59,8
CHAGFORD,6,20
CHAGFORD,60,8
CHAGFORD,61,7
CHAGFORD,62,6
CHAGFORD,63,7
CHAGFORD,64,5
CHAGFORD,65,5
CHAGFORD,66,8
CHAGFORD,67,9
CHAGFORD,68,12
CHAGFORD,69,15
CHAGFORD,7,11
CHAGFORD,70,3
CHAGFORD,71,4
CHAGFORD,72,8
CHAGFORD,73,12
CHAGFORD,74,7
CHAGFORD,75,7
CHAGFORD,76,6
CHAGFORD,77,7
CHAGFORD,78,2
CHAGFORD,79,1
CHAGFORD,8,8
CHAGFORD,80,4
CHAGFORD,81,1
CHAGFORD,82,2
CHAGFORD,83,1
CHAGFORD,84,7
CHAGFORD,85,4
CHAGFORD,86,4
CHAGFORD,87,2
CHAGFORD,88,3
CHAGFORD,89,2
CHAGFORD,9,20
CHAGFORD,90,4
CHAGFORD,91,4
CHAGFORD,93,1
CHAGFORD,95,1
CHAGFORD,96,1
CHANNINGS WOOD PRISON,,1131
CHUDLEIGH,,175
CHUDLEIGH,0,3
CHUDLEIGH,1,9
CHUDLEIGH,10,69
CHUDLEIGH,103,1
CHUDLEIGH,11,54
CHUDLEIGH,116,1
CHUDLEIGH,12,50
CHUDLEIGH,13,53
CHUDLEIGH,14,35
CHUDLEIGH,15,27
CHUDLEIGH,16,42
CHUDLEIGH,17,36
CHUDLEIGH,18,21
CHUDLEIGH,19,14
CHUDLEIGH,2,27
CHUDLEIGH,20,23
CHUDLEIGH,21,16
CHUDLEIGH,22,17
CHUDLEIGH,23,14
CHUDLEIGH,24,11
CHUDLEIGH,25,12
CHUDLEIGH,26,13
CHUDLEIGH,27,15
CHUDLEIGH,28,20
CHUDLEIGH,29,9
CHUDLEIGH,3,30
CHUDLEIGH,30,10
CHUDLEIGH,31,19
CHUDLEIGH,32,12
CHUDLEIGH,33,26
CHUDLEIGH,34,20
CHUDLEIGH,35,10
CHUDLEIGH,36,24
CHUDLEIGH,37,31
CHUDLEIGH,38,27
CHUDLEIGH,39,26
CHUDLEIGH,4,41
CHUDLEIGH,40,30
CHUDLEIGH,41,27
CHUDLEIGH,42,37
CHUDLEIGH,43,14
CHUDLEIGH,44,25
CHUDLEIGH,45,35
CHUDLEIGH,46,28
CHUDLEIGH,47,25
CHUDLEIGH,48,23
CHUDLEIGH,49,16
CHUDLEIGH,5,52
CHUDLEIGH,50,30
CHUDLEIGH,51,23
CHUDLEIGH,52,27
CHUDLEIGH,53,18
CHUDLEIGH,54,11
CHUDLEIGH,55,16
CHUDLEIGH,56,22
CHUDLEIGH,57,15
CHUDLEIGH,58,13
CHUDLEIGH,59,24
CHUDLEIGH,6,55
CHUDLEIGH,60,26
CHUDLEIGH,61,15
CHUDLEIGH,62,21
CHUDLEIGH,63,24
CHUDLEIGH,64,15
CHUDLEIGH,65,19
CHUDLEIGH,66,21
CHUDLEIGH,67,25
CHUDLEIGH,68,22
CHUDLEIGH,69,28
CHUDLEIGH,7,73
CHUDLEIGH,70,24
CHUDLEIGH,71,27
CHUDLEIGH,72,21
CHUDLEIGH,73,19
CHUDLEIGH,74,15
CHUDLEIGH,75,6
CHUDLEIGH,76,9
CHUDLEIGH,77,15
CHUDLEIGH,78,14
CHUDLEIGH,79,8
CHUDLEIGH,8,52
CHUDLEIGH,80,9
CHUDLEIGH,81,8
CHUDLEIGH,82,8
CHUDLEIGH,83,7
CHUDLEIGH,84,5
CHUDLEIGH,85,2
CHUDLEIGH,86,4
CHUDLEIGH,87,4
CHUDLEIGH,88,4
CHUDLEIGH,89,2
CHUDLEIGH,9,57
CHUDLEIGH,90,1
CHUDLEIGH,91,1
CHUDLEIGH,92,1
CHUDLEIGH,93,3
CHUDLEIGH,94,1
CHUDLEIGH,95,2
CHUDLEIGH,97,1
COLYTON,,124
COLYTON,1,2
COLYTON,10,22
COLYTON,11,24
COLYTON,116,1
COLYTON,12,20
COLYTON,13,16
COLYTON,14,34
COLYTON,15,26
COLYTON,16,15
COLYTON,17,10
COLYTON,18,14
COLYTON,19,17
COLYTON,2,6
COLYTON,20,14
COLYTON,21,7
COLYTON,22,8
COLYTON,23,7
COLYTON,24,8
COLYTON,25,6
COLYTON,26,4
COLYTON,27,5
COLYTON,28,9
COLYTON,29,9
COLYTON,3,4
COLYTON,30,6
COLYTON,31,5
COLYTON,32,4
COLYTON,33,5
COLYTON,34,6
COLYTON,35,6
COLYTON,36,7
COLYTON,37,4
COLYTON,38,4
COLYTON,39,4
COLYTON,4,12
COLYTON,40,3
COLYTON,41,8
COLYTON,42,14
COLYTON,43,7
COLYTON,44,10
COLYTON,45,6
COLYTON,46,14
COLYTON,47,12
COLYTON,48,7
COLYTON,49,6
COLYTON,5,13
COLYTON,50,13
COLYTON,51,8
COLYTON,52,5
COLYTON,53,7
COLYTON,54,2
COLYTON,55,16
COLYTON,56,5
COLYTON,57,10
COLYTON,58,9
COLYTON,59,10
COLYTON,6,7
COLYTON,60,7
COLYTON,61,6
COLYTON,62,13
COLYTON,63,12
COLYTON,64,6
COLYTON,65,9
COLYTON,66,7
COLYTON,67,14
COLYTON,68,13
COLYTON,69,27
COLYTON,7,21
COLYTON,70,14
COLYTON,71,10
COLYTON,72,14
COLYTON,73,8
COLYTON,74,14
COLYTON,75,5
COLYTON,76,11
COLYTON,77,8
COLYTON,78,12
COLYTON,79,2
COLYTON,8,13
COLYTON,80,4
COLYTON,81,4
COLYTON,82,2
COLYTON,83,3
COLYTON,84,1
COLYTON,85,3
COLYTON,87,6
COLYTON,88,1
COLYTON,89,2
COLYTON,9,14
COLYTON,90,2
COLYTON,92,3
COLYTON,93,1
COLYTON,95,1
COLYTON,96,1
COLYTON,99,1
COMBE MARTIN,,83
COMBE MARTIN,0,4
COMBE MARTIN,1,8
COMBE MARTIN,10,20
COMBE MARTIN,11,16
COMBE MARTIN,12,25
COMBE MARTIN,13,11
COMBE MARTIN,14,15
COMBE MARTIN,15,8
COMBE MARTIN,16,7
COMBE MARTIN,17,12
COMBE MARTIN,18,9
COMBE MARTIN,19,9
COMBE MARTIN,2,10
COMBE MARTIN,20,11
COMBE MARTIN,21,5
COMBE MARTIN,22,10
COMBE MARTIN,23,5
COMBE MARTIN,24,2
COMBE MARTIN,25,5
COMBE MARTIN,26,10
COMBE MARTIN,27,3
COMBE MARTIN,28,11
COMBE MARTIN,29,7
COMBE MARTIN,3,11
COMBE MARTIN,30,4
COMBE MARTIN,31,12
COMBE MARTIN,32,12
COMBE MARTIN,33,7
COMBE MARTIN,34,4
COMBE MARTIN,35,9
COMBE MARTIN,36,5
COMBE MARTIN,37,13
COMBE MARTIN,38,3
COMBE MARTIN,39,8
COMBE MARTIN,4,20
COMBE MARTIN,40,9
COMBE MARTIN,41,12
COMBE MARTIN,42,9
COMBE MARTIN,43,6
COMBE MARTIN,44,10
COMBE MARTIN,45,5
COMBE MARTIN,46,9
COMBE MARTIN,47,7
COMBE MARTIN,48,12
COMBE MARTIN,49,7
COMBE MARTIN,5,17
COMBE MARTIN,50,12
COMBE MARTIN,51,8
COMBE MARTIN,52,11
COMBE MARTIN,53,9
COMBE MARTIN,54,6
COMBE MARTIN,55,13
COMBE MARTIN,56,15
COMBE MARTIN,57,5
COMBE MARTIN,58,10
COMBE MARTIN,59,10
COMBE MARTIN,6,23
COMBE MARTIN,60,16
COMBE MARTIN,61,19
COMBE MARTIN,62,9
COMBE MARTIN,63,15
COMBE MARTIN,64,12
COMBE MARTIN,65,15
COMBE MARTIN,66,15
COMBE MARTIN,67,16
COMBE MARTIN,68,11
COMBE MARTIN,69,14
COMBE MARTIN,7,21
COMBE MARTIN,70,11
COMBE MARTIN,71,8
COMBE MARTIN,72,8
COMBE MARTIN,73,6
COMBE MARTIN,74,11
COMBE MARTIN,75,5
COMBE MARTIN,76,4
COMBE MARTIN,77,7
COMBE MARTIN,78,6
COMBE MARTIN,79,5
COMBE MARTIN,8,18
COMBE MARTIN,80,3
COMBE MARTIN,81,6
COMBE MARTIN,82,3
COMBE MARTIN,83,5
COMBE MARTIN,84,4
COMBE MARTIN,85,4
COMBE MARTIN,86,2
COMBE MARTIN,87,1
COMBE MARTIN,88,2
COMBE MARTIN,89,1
COMBE MARTIN,9,15
COMBE MARTIN,91,3
COMBE MARTIN,92,3
COMBE MARTIN,93,1
COMBE MARTIN,94,1
COMBE MARTIN,98,2
CREDITON,,505
CREDITON,0,17
CREDITON,1,34
CREDITON,10,183
CREDITON,101,1
CREDITON,11,161
CREDITON,112,1
CREDITON,113,1
CREDITON,116,1
CREDITON,12,145
CREDITON,13,145
CREDITON,14,121
CREDITON,15,116
CREDITON,16,97
CREDITON,17,90
CREDITON,18,84
CREDITON,19,81
CREDITON,2,69
CREDITON,20,70
CREDITON,21,75
CREDITON,22,83
CREDITON,23,44
CREDITON,24,63
CREDITON,25,70
CREDITON,26,81
CREDITON,27,66
CREDITON,28,95
CREDITON,29,61
CREDITON,3,106
CREDITON,30,69
CREDITON,31,67
CREDITON,32,72
CREDITON,33,79
CREDITON,34,70
CREDITON,35,80
CREDITON,36,84
CREDITON,37,67
CREDITON,38,92
CREDITON,39,76
CREDITON,4,123
CREDITON,40,82
CREDITON,41,92
CREDITON,42,95
CREDITON,43,63
CREDITON,44,77
CREDITON,45,72
CREDITON,46,97
CREDITON,47,86
CREDITON,48,82
CREDITON,49,67
CREDITON,5,158
CREDITON,50,76
CREDITON,51,80
CREDITON,52,67
CREDITON,53,55
CREDITON,54,69
CREDITON,55,46
CREDITON,56,59
CREDITON,57,55
CREDITON,58,47
CREDITON,59,44
CREDITON,6,152
CREDITON,60,36
CREDITON,61,60
CREDITON,62,48
CREDITON,63,67
CREDITON,64,64
CREDITON,65,51
CREDITON,66,52
CREDITON,67,68
CREDITON,68,69
CREDITON,69,76
CREDITON,7,169
CREDITON,70,58
CREDITON,71,64
CREDITON,72,54
CREDITON,73,38
CREDITON,74,36
CREDITON,75,38
CREDITON,76,25
CREDITON,77,28
CREDITON,78,42
CREDITON,79,35
CREDITON,8,144
CREDITON,80,27
CREDITON,81,17
CREDITON,82,16
CREDITON,83,19
CREDITON,84,18
CREDITON,85,15
CREDITON,86,16
CREDITON,87,14
CREDITON,88,5
CREDITON,89,9
CREDITON,9,170
CREDITON,90,7
CREDITON,91,5
CREDITON,92,4
CREDITON,93,3
CREDITON,94,1
CREDITON,95,1
CREDITON,96,1
CREDITON,97,2
CREDITON,98,1
CULLOMPTON,,225
CULLOMPTON,0,12
CULLOMPTON,1,45
CULLOMPTON,10,156
CULLOMPTON,11,138
CULLOMPTON,112,1
CULLOMPTON,113,2
CULLOMPTON,114,1
CULLOMPTON,115,1
CULLOMPTON,116,4
CULLOMPTON,12,144
CULLOMPTON,13,98
CULLOMPTON,14,108
CULLOMPTON,15,98
CULLOMPTON,16,70
CULLOMPTON,17,76
CULLOMPTON,18,100
CULLOMPTON,19,52
CULLOMPTON,2,73
CULLOMPTON,20,64
CULLOMPTON,21,65
CULLOMPTON,22,69
CULLOMPTON,23,54
CULLOMPTON,24,59
CULLOMPTON,25,78
CULLOMPTON,26,75
CULLOMPTON,27,65
CULLOMPTON,28,69
CULLOMPTON,29,61
CULLOMPTON,3,93
CULLOMPTON,30,81
CULLOMPTON,31,88
CULLOMPTON,32,76
CULLOMPTON,33,82
CULLOMPTON,34,94
CULLOMPTON,35,76
CULLOMPTON,36,78
CULLOMPTON,37,91
CULLOMPTON,38,72
CULLOMPTON,39,50
CULLOMPTON,4,127
CULLOMPTON,40,91
CULLOMPTON,41,58
CULLOMPTON,42,56
CULLOMPTON,43,71
CULLOMPTON,44,63
CULLOMPTON,45,63
CULLOMPTON,46,67
CULLOMPTON,47,65
CULLOMPTON,48,54
CULLOMPTON,49,43
CULLOMPTON,5,150
CULLOMPTON,50,60
CULLOMPTON,51,53
CULLOMPTON,52,45
CULLOMPTON,53,42
CULLOMPTON,54,43
CULLOMPTON,55,31
CULLOMPTON,56,54
CULLOMPTON,57,49
CULLOMPTON,58,35
CULLOMPTON,59,29
CULLOMPTON,6,125
CULLOMPTON,60,41
CULLOMPTON,61,30
CULLOMPTON,62,36
CULLOMPTON,63,47
CULLOMPTON,64,52
CULLOMPTON,65,33
CULLOMPTON,66,50
CULLOMPTON,67,38
CULLOMPTON,68,40
CULLOMPTON,69,39
CULLOMPTON,7,149
CULLOMPTON,70,38
CULLOMPTON,71,27
CULLOMPTON,72,27
CULLOMPTON,73,30
CULLOMPTON,74,24
CULLOMPTON,75,25
CULLOMPTON,76,15
CULLOMPTON,77,16
CULLOMPTON,78,19
CULLOMPTON,79,20
CULLOMPTON,8,149
CULLOMPTON,80,19
CULLOMPTON,81,10
CULLOMPTON,82,11
CULLOMPTON,83,10
CULLOMPTON,84,14
CULLOMPTON,85,7
CULLOMPTON,86,8
CULLOMPTON,87,7
CULLOMPTON,88,6
CULLOMPTON,89,4
CULLOMPTON,9,144
CULLOMPTON,90,4
CULLOMPTON,91,3
CULLOMPTON,92,1
CULLOMPTON,94,1
CULLOMPTON,95,4
CULLOMPTON,96,2
CULLOMPTON,98,1
CUSTOMER SERVICES CENTRE,,2
CUSTOMER SERVICES CENTRE,53,1
CUSTOMER SERVICES CENTRE,72,1
DARTMOOR PRISON,,1136
DARTMOUTH,,461
DARTMOUTH,0,3
DARTMOUTH,1,20
DARTMOUTH,10,90
DARTMOUTH,100,2
DARTMOUTH,101,1
DARTMOUTH,11,78
DARTMOUTH,116,1
DARTMOUTH,12,70
DARTMOUTH,13,68
DARTMOUTH,14,63
DARTMOUTH,15,59
DARTMOUTH,16,51
DARTMOUTH,17,45
DARTMOUTH,18,37
DARTMOUTH,19,44
DARTMOUTH,2,20
DARTMOUTH,20,44
DARTMOUTH,21,26
DARTMOUTH,22,29
DARTMOUTH,23,33
DARTMOUTH,24,39
DARTMOUTH,25,36
DARTMOUTH,26,43
DARTMOUTH,27,50
DARTMOUTH,28,49
DARTMOUTH,29,59
DARTMOUTH,3,39
DARTMOUTH,30,53
DARTMOUTH,31,59
DARTMOUTH,32,45
DARTMOUTH,33,46
DARTMOUTH,34,51
DARTMOUTH,35,44
DARTMOUTH,36,45
DARTMOUTH,37,47
DARTMOUTH,38,37
DARTMOUTH,39,47
DARTMOUTH,4,49
DARTMOUTH,40,53
DARTMOUTH,41,45
DARTMOUTH,42,43
DARTMOUTH,43,59
DARTMOUTH,44,46
DARTMOUTH,45,66
DARTMOUTH,46,62
DARTMOUTH,47,58
DARTMOUTH,48,55
DARTMOUTH,49,58
DARTMOUTH,5,56
DARTMOUTH,50,61
DARTMOUTH,51,61
DARTMOUTH,52,55
DARTMOUTH,53,71
DARTMOUTH,54,38
DARTMOUTH,55,55
DARTMOUTH,56,74
DARTMOUTH,57,72
DARTMOUTH,58,51
DARTMOUTH,59,50
DARTMOUTH,6,63
DARTMOUTH,60,50
DARTMOUTH,61,67
DARTMOUTH,62,66
DARTMOUTH,63,66
DARTMOUTH,64,91
DARTMOUTH,65,74
DARTMOUTH,66,72
DARTMOUTH,67,88
DARTMOUTH,68,80
DARTMOUTH,69,101
DARTMOUTH,7,53
DARTMOUTH,70,97
DARTMOUTH,71,76
DARTMOUTH,72,61
DARTMOUTH,73,60
DARTMOUTH,74,51
DARTMOUTH,75,47
DARTMOUTH,76,45
DARTMOUTH,77,56
DARTMOUTH,78,26
DARTMOUTH,79,27
DARTMOUTH,8,64
DARTMOUTH,80,26
DARTMOUTH,81,15
DARTMOUTH,82,23
DARTMOUTH,83,19
DARTMOUTH,84,17
DARTMOUTH,85,15
DARTMOUTH,86,17
DARTMOUTH,87,13
DARTMOUTH,88,8
DARTMOUTH,89,13
DARTMOUTH,9,62
DARTMOUTH,90,7
DARTMOUTH,91,6
DARTMOUTH,92,9
DARTMOUTH,93,3
DARTMOUTH,94,3
DARTMOUTH,95,2
DARTMOUTH,96,3
DARTMOUTH,98,2
DAWLISH,,524
DAWLISH,0,7
DAWLISH,1,32
DAWLISH,10,106
DAWLISH,100,1
DAWLISH,11,104
DAWLISH,114,3
DAWLISH,116,1
DAWLISH,12,108
DAWLISH,13,94
DAWLISH,14,72
DAWLISH,15,64
DAWLISH,16,61
DAWLISH,17,68
DAWLISH,18,65
DAWLISH,19,51
DAWLISH,2,39
DAWLISH,20,68
DAWLISH,21,57
DAWLISH,22,59
DAWLISH,23,49
DAWLISH,24,54
DAWLISH,25,54
DAWLISH,26,64
DAWLISH,27,61
DAWLISH,28,87
DAWLISH,29,63
DAWLISH,3,48
DAWLISH,30,61
DAWLISH,31,64
DAWLISH,32,72
DAWLISH,33,79
DAWLISH,34,76
DAWLISH,35,56
DAWLISH,36,63
DAWLISH,37,64
DAWLISH,38,58
DAWLISH,39,78
DAWLISH,4,77
DAWLISH,40,51
DAWLISH,41,58
DAWLISH,42,58
DAWLISH,43,69
DAWLISH,44,59
DAWLISH,45,67
DAWLISH,46,66
DAWLISH,47,65
DAWLISH,48,70
DAWLISH,49,56
DAWLISH,5,66
DAWLISH,50,66
DAWLISH,51,59
DAWLISH,52,74
DAWLISH,53,65
DAWLISH,54,46
DAWLISH,55,66
DAWLISH,56,50
DAWLISH,57,62
DAWLISH,58,70
DAWLISH,59,61
DAWLISH,6,74
DAWLISH,60,51
DAWLISH,61,71
DAWLISH,62,53
DAWLISH,63,73
DAWLISH,64,80
DAWLISH,65,71
DAWLISH,66,91
DAWLISH,67,63
DAWLISH,68,74
DAWLISH,69,82
DAWLISH,7,77
DAWLISH,70,66
DAWLISH,71,77
DAWLISH,72,81
DAWLISH,73,55
DAWLISH,74,43
DAWLISH,75,61
DAWLISH,76,29
DAWLISH,77,52
DAWLISH,78,38
DAWLISH,79,33
DAWLISH,8,82
DAWLISH,80,41
DAWLISH,81,23
DAWLISH,82,29
DAWLISH,83,28
DAWLISH,84,14
DAWLISH,85,15
DAWLISH,86,19
DAWLISH,87,21
DAWLISH,88,20
DAWLISH,89,23
DAWLISH,9,79
DAWLISH,90,11
DAWLISH,91,5
DAWLISH,92,9
DAWLISH,93,3
DAWLISH,94,6
DAWLISH,95,2
DAWLISH,96,3
DAWLISH,97,2
DAWLISH,98,1
EXETER,,3429
EXETER,0,116
EXETER,1,357
EXETER,10,696
EXETER,101,1
EXETER,105,2
EXETER,11,677
EXETER,112,2
EXETER,113,1
EXETER,114,6
EXETER,115,12
EXETER,116,28
EXETER,12,588
EXETER,13,497
EXETER,14,436
EXETER,15,370
EXETER,16,396
EXETER,17,612
EXETER,18,820
EXETER,19,803
EXETER,2,536
EXETER,20,869
EXETER,21,952
EXETER,22,1068
EXETER,23,1164
EXETER,24,1155
EXETER,25,1137
EXETER,26,1136
EXETER,27,1143
EXETER,28,1262
EXETER,29,1187
EXETER,3,635
EXETER,30,1166
EXETER,31,1069
EXETER,32,1069
EXETER,33,986
EXETER,34,1064
EXETER,35,948
EXETER,36,984
EXETER,37,945
EXETER,38,853
EXETER,39,809
EXETER,4,754
EXETER,40,814
EXETER,41,766
EXETER,42,682
EXETER,43,711
EXETER,44,683
EXETER,45,631
EXETER,46,648
EXETER,47,557
EXETER,48,556
EXETER,49,575
EXETER,5,767
EXETER,50,467
EXETER,51,521
EXETER,52,515
EXETER,53,481
EXETER,54,409
EXETER,55,409
EXETER,56,450
EXETER,57,390
EXETER,58,389
EXETER,59,382
EXETER,6,840
EXETER,60,376
EXETER,61,332
EXETER,62,359
EXETER,63,374
EXETER,64,397
EXETER,65,414
EXETER,66,392
EXETER,67,405
EXETER,68,392
EXETER,69,408
EXETER,7,846
EXETER,70,383
EXETER,71,294
EXETER,72,282
EXETER,73,238
EXETER,74,237
EXETER,75,188
EXETER,76,189
EXETER,77,168
EXETER,78,157
EXETER,79,124
EXETER,8,856
EXETER,80,115
EXETER,81,101
EXETER,82,84
EXETER,83,75
EXETER,84,67
EXETER,85,62
EXETER,86,71
EXETER,87,52
EXETER,88,42
EXETER,89,29
EXETER,9,786
EXETER,90,28
EXETER,91,31
EXETER,92,20
EXETER,93,9
EXETER,94,14
EXETER,95,5
EXETER,96,12
EXETER,97,6
EXETER,98,1
EXETER,99,1
EXETER PRISON,,523
EXETER STACK,,7
EXMOUTH,,1308
EXMOUTH,0,22
EXMOUTH,1,85
EXMOUTH,10,255
EXMOUTH,100,1
EXMOUTH,101,1
EXMOUTH,102,1
EXMOUTH,11,300
EXMOUTH,112,1
EXMOUTH,115,4
EXMOUTH,116,3
EXMOUTH,12,234
EXMOUTH,13,213
EXMOUTH,14,183
EXMOUTH,15,189
EXMOUTH,16,172
EXMOUTH,17,164
EXMOUTH,18,159
EXMOUTH,19,170
EXMOUTH,2,130
EXMOUTH,20,154
EXMOUTH,21,187
EXMOUTH,22,155
EXMOUTH,23,146
EXMOUTH,24,171
EXMOUTH,25,199
EXMOUTH,26,147
EXMOUTH,27,182
EXMOUTH,28,186
EXMOUTH,29,171
EXMOUTH,3,156
EXMOUTH,30,170
EXMOUTH,31,164
EXMOUTH,32,154
EXMOUTH,33,189
EXMOUTH,34,158
EXMOUTH,35,186
EXMOUTH,36,177
EXMOUTH,37,164
EXMOUTH,38,192
EXMOUTH,39,148
EXMOUTH,4,189
EXMOUTH,40,171
EXMOUTH,41,135
EXMOUTH,42,154
EXMOUTH,43,150
EXMOUTH,44,142
EXMOUTH,45,140
EXMOUTH,46,147
EXMOUTH,47,155
EXMOUTH,48,126
EXMOUTH,49,131
EXMOUTH,5,231
EXMOUTH,50,145
EXMOUTH,51,137
EXMOUTH,52,107
EXMOUTH,53,155
EXMOUTH,54,132
EXMOUTH,55,127
EXMOUTH,56,128
EXMOUTH,57,120
EXMOUTH,58,103
EXMOUTH,59,130
EXMOUTH,6,269
EXMOUTH,60,123
EXMOUTH,61,133
EXMOUTH,62,110
EXMOUTH,63,133
EXMOUTH,64,125
EXMOUTH,65,128
EXMOUTH,66,130
EXMOUTH,67,168
EXMOUTH,68,166
EXMOUTH,69,156
EXMOUTH,7,286
EXMOUTH,70,129
EXMOUTH,71,135
EXMOUTH,72,131
EXMOUTH,73,94
EXMOUTH,74,113
EXMOUTH,75,73
EXMOUTH,76,96
EXMOUTH,77,78
EXMOUTH,78,68
EXMOUTH,79,43
EXMOUTH,8,328
EXMOUTH,80,48
EXMOUTH,81,64
EXMOUTH,82,42
EXMOUTH,83,54
EXMOUTH,84,42
EXMOUTH,85,37
EXMOUTH,86,39
EXMOUTH,87,26
EXMOUTH,88,24
EXMOUTH,89,16
EXMOUTH,9,316
EXMOUTH,90,19
EXMOUTH,91,15
EXMOUTH,92,11
EXMOUTH,93,8
EXMOUTH,94,8
EXMOUTH,95,3
EXMOUTH,96,8
EXMOUTH,97,2
EXMOUTH,98,2
EXMOUTH,99,3
HOLSWORTHY,,373
HOLSWORTHY,0,2
HOLSWORTHY,1,6
HOLSWORTHY,10,70
HOLSWORTHY,101,1
HOLSWORTHY,104,1
HOLSWORTHY,11,72
HOLSWORTHY,12,75
HOLSWORTHY,13,57
HOLSWORTHY,14,66
HOLSWORTHY,15,45
HOLSWORTHY,16,42
HOLSWORTHY,17,43
HOLSWORTHY,18,28
HOLSWORTHY,19,32
HOLSWORTHY,2,13
HOLSWORTHY,20,27
HOLSWORTHY,21,19
HOLSWORTHY,22,28
HOLSWORTHY,23,26
HOLSWORTHY,24,26
HOLSWORTHY,25,27
HOLSWORTHY,26,27
HOLSWORTHY,27,25
HOLSWORTHY,28,30
HOLSWORTHY,29,26
HOLSWORTHY,3,31
HOLSWORTHY,30,27
HOLSWORTHY,31,29
HOLSWORTHY,32,27
HOLSWORTHY,33,24
HOLSWORTHY,34,22
HOLSWORTHY,35,26
HOLSWORTHY,36,34
HOLSWORTHY,37,30
HOLSWORTHY,38,29
HOLSWORTHY,39,28
HOLSWORTHY,4,39
HOLSWORTHY,40,34
HOLSWORTHY,41,37
HOLSWORTHY,42,26
HOLSWORTHY,43,37
HOLSWORTHY,44,32
HOLSWORTHY,45,27
HOLSWORTHY,46,25
HOLSWORTHY,47,28
HOLSWORTHY,48,29
HOLSWORTHY,49,34
HOLSWORTHY,5,50
HOLSWORTHY,50,26
HOLSWORTHY,51,25
HOLSWORTHY,52,24
HOLSWORTHY,53,25
HOLSWORTHY,54,26
HOLSWORTHY,55,26
HOLSWORTHY,56,27
HOLSWORTHY,57,34
HOLSWORTHY,58,33
HOLSWORTHY,59,25
HOLSWORTHY,6,63
HOLSWORTHY,60,23
HOLSWORTHY,61,35
HOLSWORTHY,62,30
HOLSWORTHY,63,28
HOLSWORTHY,64,34
HOLSWORTHY,65,31
HOLSWORTHY,66,45
HOLSWORTHY,67,29
HOLSWORTHY,68,44
HOLSWORTHY,69,50
HOLSWORTHY,7,61
HOLSWORTHY,70,36
HOLSWORTHY,71,33
HOLSWORTHY,72,35
HOLSWORTHY,73,31
HOLSWORTHY,74,21
HOLSWORTHY,75,13
HOLSWORTHY,76,17
HOLSWORTHY,77,18
HOLSWORTHY,78,10
HOLSWORTHY,79,20
HOLSWORTHY,8,59
HOLSWORTHY,80,10
HOLSWORTHY,81,4
HOLSWORTHY,82,14
HOLSWORTHY,83,6
HOLSWORTHY,84,7
HOLSWORTHY,85,9
HOLSWORTHY,86,3
HOLSWORTHY,87,4
HOLSWORTHY,88,6
HOLSWORTHY,89,5
HOLSWORTHY,9,70
HOLSWORTHY,90,6
HOLSWORTHY,91,3
HOLSWORTHY,92,2
HOLSWORTHY,93,2
HOLSWORTHY,94,1
HOLSWORTHY,95,2
HOLSWORTHY,98,1
